LSOA11CD,total_population,imd_score,imd_decile,income_score,health_score,crime_score
E01001966,1463,13.306,7,0.047,-1.206,1.436
E01001967,1571,8.872,8,0.051,-0.71,-0.292
E01001968,1743,11.166,8,0.059,-0.687,0.191
E01001969,2019,27.037,3,0.169,-0.107,0.563
E01001970,2177,26.984,3,0.197,0.029,0.714
E01001971,1992,37.858,2,0.249,0.606,0.783
E01001972,1786,26.384,4,0.17,0.043,0.407
E01001973,2469,18.289,5,0.114,-0.719,0.259
E01001974,2310,19.494,5,0.093,-0.694,0.529
E01001975,1984,21.262,5,0.114,-0.374,0.196
E01001976,1697,37.877,2,0.209,-0.082,1.003
E01001977,1618,41.128,2,0.256,0.394,0.866
E01001978,1956,40.391,2,0.243,0.011,1.403
E01001979,2497,41.479,2,0.245,0.01,1.706
E01001980,2042,28.46,3,0.187,-0.09,0.707
E01001981,1845,29.7,3,0.173,-0.258,0.848
E01001982,1871,32.02,3,0.184,0.076,0.744
E01001983,1658,27.617,3,0.17,0.197,0.751
E01001984,1757,19.562,5,0.123,0.3,0.15
E01001985,1722,10.007,8,0.05,-0.993,0.364
E01001986,1611,12.447,7,0.083,-0.567,-0.092
E01001987,1835,9.497,8,0.042,-1.068,0.247
E01001988,1757,16.053,6,0.078,-0.436,0.518
E01001989,1747,14.789,6,0.088,-0.599,0.706
E01001990,2202,15.635,6,0.066,-0.409,0.32
E01001991,1675,14.98,6,0.069,-0.131,0.336
E01001992,1768,7.588,9,0.038,-1.047,-0.088
E01001993,1622,6.707,9,0.029,-0.808,0.054
E01001994,1728,10.117,8,0.073,-0.992,-0.591
E01001995,2479,26.161,4,0.2,-0.086,-0.026
E01001996,1710,9.706,8,0.058,-0.845,-0.18
E01001997,1548,14.708,6,0.055,-0.841,0.868
E01001998,2226,17.544,6,0.102,-0.437,0.317
E01001999,2193,26.638,3,0.146,-0.002,1.142
E01002000,1763,18.695,5,0.127,-0.137,0.284
E01002001,1749,20.744,5,0.119,-0.17,0.305
E01002002,1761,38.664,2,0.183,0.291,2.377
E01002003,2425,36.814,2,0.204,0.262,1.192
E01002004,2032,18.37,5,0.12,-0.358,0.193
E01002005,1536,16.075,6,0.062,-0.105,-0.07
E01002006,1562,15.629,6,0.083,-0.501,0.108
E01002007,1550,11.806,7,0.052,-0.988,0.222
E01002008,1402,9.139,8,0.049,-1.114,-0.082
E01002009,1576,12.302,7,0.038,-1.316,0.351
E01002010,1608,20.128,5,0.126,-0.173,0.542
E01002011,1591,21.45,5,0.118,-0.495,0.922
E01002013,1435,12.132,7,0.075,-0.35,0.101
E01002014,1686,21.567,4,0.157,0.121,0.407
E01002015,1516,26.278,4,0.196,0.178,0.311
E01002016,1906,21.589,4,0.163,0.092,0.217
E01002017,1935,23.523,4,0.134,-0.447,0.936
E01002018,1445,26.666,3,0.189,0.314,0.308
E01002019,1479,7.683,9,0.037,-1.221,0.416
E01002020,1579,17.157,6,0.097,-0.305,0.683
E01002021,1451,10.351,8,0.068,-0.584,-0.212
E01002022,1850,14.395,6,0.063,-0.664,0.828
E01002023,1437,15.478,6,0.067,-0.255,0.908
E01002024,1406,17.848,5,0.108,-0.07,0.683
E01002025,1607,7.925,9,0.026,-1.317,-0.269
E01002026,1779,46.325,1,0.293,0.269,1.663
E01002027,1592,29.949,3,0.197,0.171,0.54
E01002028,1865,27.129,3,0.146,-0.074,0.928
E01002029,1937,36.32,2,0.205,0.225,1.688
E01002030,1787,21.726,4,0.125,-0.37,0.729
E01002031,2116,33.197,3,0.185,-0.139,1.622
E01002032,1923,37.492,2,0.213,0.182,0.849
E01002033,2030,38.453,2,0.221,0.258,1.312
E01002034,2109,51.421,1,0.296,0.676,1.799
E01002036,1743,55.03,1,0.31,0.843,1.261
E01002037,2155,44.897,1,0.289,0.009,1.067
E01002038,1940,46.599,1,0.267,0.784,1.133
E01002039,1529,55.411,1,0.37,0.608,1.243
E01002040,2202,46.352,1,0.275,0.538,1.263
E01002041,1969,37.972,2,0.262,0.134,0.895
E01002042,1582,18.696,5,0.118,-0.419,0.673
E01002043,2199,27.374,3,0.154,-0.229,0.859
E01002044,1795,23.921,4,0.13,0.017,0.94
E01002045,2313,28.261,3,0.192,-0.23,0.516
E01002046,1948,31.66,3,0.203,0.196,0.897
E01002047,1801,23.269,4,0.109,-0.245,1.13
E01002048,2158,25.213,4,0.171,-0.315,0.786
E01002049,2001,31.408,3,0.218,0.084,0.904
E01002050,1965,23.366,4,0.104,-0.296,0.22
E01002051,1802,36.525,2,0.201,0.195,1.282
E01002052,2186,28.141,3,0.132,-0.592,0.379
E01002053,1853,36.009,2,0.246,0.298,0.74
E01002054,1839,36.761,2,0.266,0.247,0.568
E01002055,1822,23.338,4,0.098,-0.397,0.753
E01002056,2405,29.031,3,0.195,0.02,0.743
E01002057,1807,22.792,4,0.167,-0.334,0.346
E01002058,1774,24.777,4,0.151,-0.152,0.803
E01002059,1699,21.23,5,0.152,-0.092,0.219
E01002060,1837,11.93,7,0.083,-0.767,-0.202
E01002061,1722,14.12,7,0.08,-0.58,0.513
E01002062,1945,15.762,6,0.088,-0.707,0.457
E01002063,1599,21.851,4,0.124,0.095,0.61
E01002064,1450,30.894,3,0.214,0.138,1.124
E01002065,1702,27.623,3,0.14,0.443,1.044
E01002066,1848,47.93,1,0.331,0.4,1.412
E01002067,1733,39.987,2,0.284,0.028,1.023
E01002068,2160,31.663,3,0.185,0.067,1.252
E01002069,2254,39.957,2,0.222,0.314,1.495
E01002070,2182,26.2,4,0.143,-0.467,0.912
E01002071,1626,53.253,1,0.347,1.218,1.671
E01002072,1923,35.991,2,0.21,-0.28,1.618
E01002073,1798,39.358,2,0.244,0.406,1.593
E01002074,2324,40.305,2,0.269,0.215,0.8
E01002075,2214,33.971,2,0.202,0.183,0.464
E01002076,2103,33.273,2,0.22,-0.058,0.746
E01002077,2319,37.884,2,0.242,-0.032,1.422
E01002078,2327,34.316,2,0.214,-0.026,0.525
E01002079,1859,26.303,4,0.169,-0.107,0.549
E01002080,3070,30.562,3,0.206,-0.176,0.799
E01002081,1941,45.491,1,0.309,0.047,1.625
E01002082,1249,64.677,1,0.437,0.771,1.203
E01002083,1581,17.724,5,0.113,-0.197,0.39
E01002084,1661,27.171,3,0.156,-0.048,1.2
E01002085,2221,28.237,3,0.191,-0.27,1.029
E01002086,1600,33.019,3,0.228,-0.031,0.807
E01002087,1707,35.342,2,0.233,0.116,1.132
E01002088,1989,24.185,4,0.115,-0.387,0.9
E01002089,1522,46.961,1,0.347,0.325,0.122
E01002090,1641,39.501,2,0.242,0.188,0.567
E01002091,1872,41.384,2,0.274,0.293,0.844
E01002092,1590,35.887,2,0.26,0.141,0.853
E01002093,1924,46.889,1,0.284,0.449,1.103
E01002094,1610,41.188,2,0.263,0.001,1.355
E01002095,1644,46.919,1,0.302,0.136,1.653
E01002096,1661,43.303,2,0.258,0.429,1.087
E01002097,1752,42.169,2,0.277,0.009,1.028
E01002098,1439,21.989,4,0.146,-0.063,0.567
E01002099,2229,40.472,2,0.281,0.851,0.494
E01002100,2029,33.809,2,0.19,-0.022,0.929
E01002101,2128,21.555,4,0.111,-0.175,0.307
E01002102,1938,28.079,3,0.166,0.033,1.043
E01002103,2054,25.598,4,0.131,-0.016,0.743
E01002104,1658,25.485,4,0.161,-0.436,0.592
E01002105,2291,27.986,3,0.144,-0.114,1.16
E01002106,2021,10.431,8,0.067,-1.407,-0.007
E01002107,1810,6.404,9,0.051,-1.655,-0.391
E01002108,1820,8.475,9,0.075,-1.289,-0.711
E01002109,1750,9.025,8,0.066,-1.457,-0.31
E01002110,1755,7.616,9,0.07,-1.562,-0.722
E01002111,2271,14.889,6,0.104,-1.498,0.004
E01002112,1985,6.325,9,0.068,-1.751,-0.565
E01002113,1569,15.928,6,0.126,-0.942,-0.524
E01002114,2004,21.757,4,0.162,-0.698,-0.275
E01002115,1487,12.933,7,0.086,-1.333,-0.093
E01002116,1679,8.59,9,0.053,-1.749,-0.359
E01002117,2647,16.338,6,0.12,-1.117,-0.267
E01002118,1861,18.653,5,0.109,-0.417,0.5
E01002119,1899,19.348,5,0.151,-1.106,0.343
E01002120,1387,31.648,3,0.216,-0.038,-0.11
E01002121,1827,11.816,7,0.077,-1.468,0.045
E01002122,1811,15.646,6,0.082,-1.088,0.909
E01002123,1754,17.052,6,0.098,-1.165,0.523
E01002124,1875,14.394,6,0.08,-0.938,-0.023
E01002125,1871,15.476,6,0.087,-1.441,0.528
E01002126,3020,14.665,6,0.104,-0.861,0.248
E01002127,1698,13.278,7,0.08,-0.877,-0.121
E01002128,2090,17.805,5,0.11,-0.31,0.077
E01002129,2259,17.895,5,0.12,-0.787,0.436
E01002130,2379,24.584,4,0.196,-0.116,0.491
E01002131,1628,28.704,3,0.192,0.302,-0.487
E01002132,2256,9.26,8,0.063,-2.121,0.121
E01002133,2141,33.059,3,0.234,-0.212,0.401
E01002134,1369,9.184,8,0.066,-1.191,-0.109
E01002135,1837,15.16,6,0.109,-0.897,-0.18
E01002136,1791,12.828,7,0.095,-1.594,0.572
E01002137,1799,4.693,10,0.02,-1.537,-1.142
E01002138,1548,17.468,6,0.13,-1.218,0.678
E01002139,1423,30.759,3,0.225,-0.209,0.452
E01002140,1829,18.298,5,0.135,-0.445,0.538
E01002141,1767,15.108,6,0.115,-1.313,0.205
E01002142,1788,14.391,6,0.107,-1.125,0.204
E01002143,1749,19.971,5,0.139,-0.42,0.252
E01002144,1528,13.848,7,0.078,-1.235,0.048
E01002145,1627,15.781,6,0.11,-0.33,-0.535
E01002146,1479,3.585,10,0.038,-1.726,-0.501
E01002147,1353,8.814,8,0.051,-1.316,-0.707
E01002148,1453,10.409,8,0.099,-1.088,-0.253
E01002149,1364,4.585,10,0.033,-1.927,-0.481
E01002150,1962,10.748,8,0.081,-0.661,-0.82
E01002151,1541,34.105,2,0.239,-0.004,0.116
E01002152,1673,6.412,9,0.044,-1.446,-1.19
E01002153,1837,5.724,10,0.047,-1.545,-0.955
E01002154,1987,12.679,7,0.105,-1.105,0.389
E01002155,1732,6.903,9,0.039,-1.322,-0.574
E01002156,1500,6.923,9,0.056,-1.251,-0.344
E01002157,1746,10.935,8,0.098,-1.27,-0.119
E01002158,1427,6.038,9,0.038,-1.149,-0.604
E01002159,1863,12.955,7,0.11,-1.063,-0.518
E01002160,2413,13.132,7,0.117,-1.614,-0.271
E01002161,2080,14.683,6,0.14,-0.828,-0.354
E01002162,1886,17.756,5,0.14,-0.704,-0.535
E01002163,1574,11.162,8,0.079,-1.077,-0.096
E01002164,1753,8.835,8,0.066,-1.419,-0.17
E01002165,1824,14.602,6,0.077,-1.279,-0.163
E01002166,1648,13.325,7,0.121,-1.009,-0.493
E01002167,1668,20.304,5,0.136,-0.744,-0.094
E01002168,1563,26.025,4,0.193,-0.256,-0.063
E01002169,1665,18.14,5,0.123,-1.196,0.139
E01002170,1351,16.493,6,0.11,-0.95,-0.359
E01002171,1784,11.431,7,0.073,-1.288,-0.763
E01002172,1635,12.818,7,0.08,-1.119,-0.564
E01002173,1734,13.645,7,0.104,-1.108,-0.724
E01002174,1640,10.279,8,0.08,-1.399,-0.569
E01002175,1400,11.584,7,0.078,-0.921,-0.379
E01002176,1701,12.914,7,0.064,-1.137,0.148
E01002177,1414,13.931,7,0.117,-1.115,0.093
E01002178,1652,10.016,8,0.077,-1.197,-0.158
E01002179,2488,21.12,5,0.15,-0.561,0.092
E01002180,2310,26.863,3,0.189,-0.571,0.239
E01002181,1953,12.446,7,0.103,-1.275,-0.212
E01002182,2052,14.672,6,0.106,-0.892,-0.06
E01002183,2163,19.148,5,0.138,-0.587,0.168
E01002184,2020,18.565,5,0.146,-1.056,-0.043
E01002185,1596,30.631,3,0.239,-0.595,0.206
E01002186,1761,18.625,5,0.123,-0.467,-0.123
E01002187,1998,12.416,7,0.078,-1.038,-0.61
E01002188,1641,3.181,10,0.02,-1.886,-0.786
E01002189,1813,5.666,10,0.048,-1.606,-0.849
E01002190,1607,6.159,9,0.031,-1.766,-0.447
E01002191,1993,6.486,9,0.056,-1.872,-0.328
E01002192,1596,6.662,9,0.046,-1.614,-0.268
E01002193,1892,10.973,8,0.086,-1.123,-0.44
E01002194,1729,5.407,10,0.042,-1.758,-0.551
E01002195,1645,5.73,10,0.056,-1.505,-0.48
E01002196,1670,5.376,10,0.045,-1.725,-0.699
E01002197,1455,11.996,7,0.091,-0.974,-0.951
E01002198,1843,13.235,7,0.082,-1.716,0.005
E01002199,1544,10.429,8,0.089,-1.259,-0.589
E01002200,1780,15.948,6,0.09,-1.355,0.39
E01002201,1711,9.749,8,0.075,-1.168,-0.119
E01002202,2282,18.335,5,0.124,-1.093,-0.393
E01002203,1812,13.064,7,0.091,-1.689,-0.392
E01002204,1825,13.986,7,0.107,-0.9,-0.345
E01002206,1331,14.258,6,0.111,-1.022,0.506
E01002207,1710,11.844,7,0.095,-1.126,-0.136
E01002208,1302,4.958,10,0.036,-1.411,-0.853
E01002209,1721,9.946,8,0.073,-1.206,-0.377
E01002210,1629,8.478,9,0.066,-1.317,-0.36
E01002211,1450,27.335,3,0.193,-0.274,0.54
E01002212,1758,19.735,5,0.146,-0.827,0.32
E01002213,3288,17.998,5,0.133,-1.173,0.086
E01002214,1847,18.349,5,0.13,-0.857,0.318
E01002215,1593,26.808,3,0.195,-0.228,-0.093
E01002216,1719,12.222,7,0.088,-1.049,0.163
E01002217,1758,32.662,3,0.249,-0.344,0.276
E01002218,1770,16.566,6,0.104,-0.895,0.635
E01002219,1792,20.375,5,0.148,-0.669,0.58
E01002220,1601,14.604,6,0.125,-0.655,-0.248
E01002221,1642,16.888,6,0.124,-1.062,-0.182
E01002222,1625,13.151,7,0.105,-0.802,-0.122
E01002223,1743,14.248,6,0.11,-1.083,0.111
E01002224,1577,23.599,4,0.158,-0.537,-0.164
E01002225,1737,6.974,9,0.045,-1.768,-0.463
E01002226,2257,13.901,7,0.097,-1.119,-0.313
E01002227,1844,38.186,2,0.258,0.229,-0.096
E01002228,2440,13.791,7,0.097,-1.368,-0.463
E01002229,1896,20.34,5,0.13,-1.401,0.17
E01002230,1822,10.441,8,0.065,-1.271,-0.257
E01002231,1919,22.427,4,0.175,-0.343,-0.135
E01002232,1975,19.699,5,0.154,-0.371,0.3
E01002233,2196,24.849,4,0.19,-0.5,0.425
E01002234,1705,18.867,5,0.136,-0.469,0.059
E01002235,1913,27.97,3,0.214,-0.305,0.089
E01002236,1835,18.005,5,0.127,-0.944,0.014
E01002237,1727,20.045,5,0.134,-0.856,-0.349
E01002238,1885,11.152,8,0.095,-1.11,-0.168
E01002239,1727,9.138,8,0.07,-1.244,-0.857
E01002240,1779,20.176,5,0.149,-0.33,-0.182
E01002241,1707,21.921,4,0.174,-0.673,0.129
E01002242,1866,8.357,9,0.078,-1.224,-0.833
E01002243,1980,30.321,3,0.191,0.294,0.416
E01002244,1817,19.029,5,0.11,-0.476,0.368
E01002245,1662,17.892,5,0.115,-0.303,0.788
E01002246,1808,14.682,6,0.08,-0.601,0.679
E01002247,2073,19.955,5,0.149,0.021,0.404
E01002248,1524,21.286,5,0.16,0.055,-0.243
E01002249,2709,20.574,5,0.138,-0.685,1.118
E01002250,1796,21.587,4,0.121,-0.402,0.586
E01002251,1429,24.493,4,0.175,-0.14,-0.103
E01002252,1575,10.37,8,0.053,-0.971,-0.511
E01002253,1582,2.453,10,0.021,-1.466,-0.953
E01002254,1561,3.323,10,0.023,-1.115,-0.418
E01002255,1566,8.345,9,0.044,-0.811,-0.489
E01002256,1540,6.437,9,0.046,-0.81,-0.766
E01002257,1764,4.228,10,0.029,-1.609,0.148
E01002258,1717,14.889,6,0.122,-0.375,-0.199
E01002259,1472,7.442,9,0.065,-1.004,-0.213
E01002260,1724,12.075,7,0.066,-1.156,0.233
E01002261,1692,13.701,7,0.081,-0.47,0.17
E01002262,1764,16.019,6,0.106,-0.525,0.168
E01002263,1655,7.854,9,0.047,-0.906,-0.286
E01002264,1555,32.066,3,0.245,0.175,0.119
E01002265,1389,11.656,7,0.086,-0.233,-0.671
E01002266,1453,15.126,6,0.073,-0.241,0.362
E01002267,1582,26.107,4,0.178,0.057,0.291
